"tournament","city","country","date","tournament_type","discipline","round","winner","nb_sets","retired","game_1_score","game_2_score","game_3_score","team_one_players","team_two_players","team_one_nationalities","team_two_nationalities","team_one_total_points","team_two_total_points","team_one_most_consecutive_points","team_two_most_consecutive_points","team_one_game_points","team_two_game_points","team_one_most_consecutive_points_game_1","team_two_most_consecutive_points_game_1","team_one_game_points_game_1","team_two_game_points_game_1","game_1_scores","team_one_most_consecutive_points_game_2","team_two_most_consecutive_points_game_2","team_one_game_points_game_2","team_two_game_points_game_2","game_2_scores","team_one_most_consecutive_points_game_3","team_two_most_consecutive_points_game_3","team_one_game_points_game_3","team_two_game_points_game_3","game_3_scores","team_one_pre_match_elo","team_two_pre_match_elo","team_one_pre_match_weighted_elo","team_two_pre_match_weighted_elo"
"YONEX French Open 2019","PARIS","France","24-10-2019","HSBC BWF World Tour Super 750","WS","Round of 16",2,3,"False","21-18","10-21","20-22","Fitriani Fitriani","Bing Jiao He","INA","CHN",51,61,5,10,5,2,3,4,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']",3,10,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '3-10', '4-10', '5-10', '5-11', '6-11', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '10-18', '10-19', '10-20', '10-21']",4,6,4,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '20-19', '20-20', '20-21', '20-22']",1550.58826779392,1853.69606331156,1567.59314840153,1924.24633998225
"YONEX French Open 2019","PARIS","France","25-10-2019","HSBC BWF World Tour Super 750","WS","Quarter final",2,2,"False","20-22","21-23","","Saina Nehwal","Se Young An","IND","KOR",41,45,5,5,2,4,4,4,1,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '16-18', '17-18', '18-18', '18-19', '19-19', '20-19', '20-20', '20-21', '20-22']",5,4,1,3,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '21-22', '21-23']",,,,,"[]",1761.34423004329,1866.40662695092,1794.91324055663,1930.84622028623
"YONEX French Open 2019","PARIS","France","25-10-2019","HSBC BWF World Tour Super 750","WS","Quarter final",1,3,"False","21-16","24-26","21-17","Tzu Ying Tai","V. Sindhu Pusarla","TPE","IND",66,59,4,4,3,5,4,4,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '21-16']",4,3,1,5,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '13-14', '14-14', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '22-22', '22-23', '23-23', '23-24', '24-24', '24-25', '24-26']",4,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '16-11', '16-12', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']",2145.59706717972,1853.24406244621,2220.52037784115,1915.40430781469
"YONEX French Open 2019","PARIS","France","25-10-2019","HSBC BWF World Tour Super 750","WS","Quarter final",1,3,"False","21-18","17-21","21-14","Carolina Marin","Ratchanok Intanon","ESP","THA",59,53,7,4,2,1,5,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '8-5', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '18-17', '18-18', '19-18', '20-18', '21-18']",3,3,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '15-19', '16-19', '17-19', '17-20', '17-21']",7,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '14-14', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",2088.1185424195,1903.27834721493,2166.35344438704,1970.75634162514
"YONEX French Open 2019","PARIS","France","25-10-2019","HSBC BWF World Tour Super 750","WS","Quarter final",0,1,"True","13-21","","","Bing Jiao He","Akane Yamaguchi","CHN","JPN",13,21,5,6,0,2,5,6,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '1-7', '1-8', '1-9', '1-10', '1-11', '2-11', '3-11', '3-12', '4-12', '4-13', '4-14', '4-15', '5-15', '6-15', '7-15', '7-16', '8-16', '9-16', '10-16', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '13-21']",,,,,"['0-0']",,,,,"",1864.40250898005,2045.80836586055,1933.30113257215,2128.44874314278
"YONEX French Open 2019","PARIS","France","26-10-2019","HSBC BWF World Tour Super 750","WS","Semi final",1,2,"False","21-17","23-21","","Se Young An","Akane Yamaguchi","KOR","JPN",44,38,4,5,3,2,4,5,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '13-8', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '21-17']",4,5,2,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '14-13', '14-14', '14-15', '15-15', '15-16', '15-17', '15-18', '16-18', '16-19', '17-19', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '22-21', '23-21']",,,,,"[]",1891.84056159926,2045.80836586055,1959.34937488793,2128.44874314278
"YONEX French Open 2019","PARIS","France","26-10-2019","HSBC BWF World Tour Super 750","WS","Semi final",2,2,"False","16-21","9-21","","Tzu Ying Tai","Carolina Marin","TPE","ESP",25,42,6,8,0,4,6,8,0,2,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '14-19', '15-19', '15-20', '16-20', '16-21']",2,6,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '8-20', '9-20', '9-21']",,,,,"[]",2156.88013740068,2106.58948657475,2232.15376330688,2185.69256889069
"YONEX French Open 2019","PARIS","France","27-10-2019","HSBC BWF World Tour Super 750","WS","Final",2,3,"False","21-16","18-21","5-21","Carolina Marin","Se Young An","ESP","KOR",44,58,6,12,1,7,6,3,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '21-16']",3,5,0,4,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '16-20', '17-20', '18-20', '18-21']",2,12,0,3,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '3-11', '3-12', '3-13', '3-14', '3-15', '3-16', '3-17', '3-18', '3-19', '3-20', '4-20', '5-20', '5-21']",2147.76432845563,1942.82578368442,2239.26177514763,2025.6272608672
"Macau Open 2019","Macau","Macau China","29-10-2019","HSBC BWF World Tour Super 300","WS","Qualification quarter final",1,2,"False","21-16","21-15","","Meng Zhou","Ya Xin Wei","CHN","CHN",42,31,10,5,2,0,5,5,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '9-4', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '19-16', '20-16', '21-16']",5,5,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '21-15']",,,,,"[]",1503.00944679387,1571.07195075476,1506.42431482122,1590.96984981395
"Macau Open 2019","Macau","Macau China","29-10-2019","HSBC BWF World Tour Super 300","WS","Qualification quarter final",1,2,"False","21-7","21-8","","Ying Chun Lin","Sum Yee Yeung","TPE","HKG",42,15,8,3,6,0,8,2,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '15-5', '16-5', '16-6', '17-6', '18-6', '19-6', '20-6', '20-7', '21-7']",6,3,4,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '8-2', '9-2', '10-2', '11-2', '12-2', '12-3', '13-3', '14-3', '15-3', '15-4', '16-4', '17-4', '18-4', '18-5', '19-5', '20-5', '20-6', '20-7', '20-8', '21-8']",,,,,"[]",1437.76656110783,1529.23798729039,1420.72877221069,1546.01541397761
"Macau Open 2019","Macau","Macau China","29-10-2019","HSBC BWF World Tour Super 300","WS","Qualification quarter final",2,3,"False","23-21","16-21","17-21","Jhih Yun Lin","Yuet Yee Leung","TPE","HKG",56,63,5,5,4,5,5,4,4,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '19-17', '20-17', '20-18', '20-19', '20-20', '20-21', '21-21', '22-21', '23-21']",3,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '16-18', '16-19', '16-20', '16-21']",4,4,0,3,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '16-20', '17-20', '17-21']",1460.24396702715,1500,1445.67625853021,1500
"Macau Open 2019","Macau","Macau China","29-10-2019","HSBC BWF World Tour Super 300","WS","Qualification quarter final",2,2,"False","10-21","8-21","","Isabelle Rusli","Ying Mei Cheung","USA","HKG",18,42,2,9,0,2,2,6,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '9-15', '10-15', '10-16', '10-17', '10-18', '10-19', '10-20', '10-21']",2,5,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '3-10', '3-11', '4-11', '4-12', '4-13', '4-14', '4-15', '4-16', '5-16', '6-16', '6-17', '6-18', '7-18', '7-19', '8-19', '8-20', '8-21']",,,,,"[]",1369.29498690957,1387.57757309979,1329.06964018331,1373.0472199469
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","11-21","16-21","","Lyanny Alessandra Mainaky","Busanan Ongbamrungphan","INA","THA",27,42,3,5,0,3,3,4,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '10-15', '10-16', '10-17', '11-17', '11-18', '11-19', '11-20', '11-21']",3,4,0,2,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '15-18', '15-19', '15-20', '16-20', '16-21']",,,,,"[]",1263.85732982807,1718.13094298246,1251.75085431248,1770.60125250814
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","18-21","15-21","","Iris Wang","Yu Po Pai","USA","TPE",33,42,4,8,0,4,3,4,0,3,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '16-18', '16-19', '16-20', '17-20', '18-20', '18-21']",4,8,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '2-9', '3-9', '4-9', '4-10', '5-10', '6-10', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '12-17', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",,,,,"[]",1549.11790385,1691.60019844016,1565.82065880043,1726.64176159365
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","18-21","12-21","","Ting Yu Liang","Yue Han","TPE","CHN",30,42,3,6,0,4,3,3,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '17-19', '17-20', '18-20', '18-21']",3,6,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '6-11', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '10-18', '11-18', '11-19', '11-20', '12-20', '12-21']",,,,,"[]",1460.3401137141,1585.91233838789,1462.87941364421,1598.55515418758
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-13","21-19","","Michelle Li","Hyo Min Kim","CAN","KOR",42,32,6,5,2,0,6,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '7-1', '7-2', '8-2', '8-3', '8-4', '9-4', '9-5', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '14-7', '14-8', '14-9', '15-9', '15-10', '16-10', '16-11', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",5,5,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '11-10', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '18-18', '18-19', '19-19', '20-19', '21-19']",,,,,"[]",1817.00724799566,1610.12730199828,1845.66806039884,1633.07294757273
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-17","21-10","","Zhi Yi Wang","Ji Hyun Sung","CHN","KOR",42,27,6,4,6,0,5,4,5,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '10-9', '11-9', '11-10', '11-11', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '20-14', '20-15', '20-16', '20-17', '21-17']",6,2,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '10-5', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '15-7', '16-7', '16-8', '17-8', '17-9', '17-10', '18-10', '19-10', '20-10', '21-10']",,,,,"[]",1932.09181019207,1887.53905599053,2000.17003579184,1952.43234092521
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-16","21-17","","Yi Man Zhang","Crystal Pan","CHN","USA",42,33,6,4,3,0,6,3,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '9-1', '9-2', '10-2', '11-2', '11-3', '12-3', '12-4', '12-5', '13-5', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '17-11', '17-12', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '20-16', '21-16']",6,4,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '21-17']",,,,,"[]",1701.3983875355,1394.83090528323,1743.12313880008,1392.69554761487
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","21-23","11-21","","Isabel Zhong","Yuet Yee Leung","USA","HKG",32,44,3,4,4,2,3,3,4,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '19-15', '19-16', '19-17', '20-17', '20-18', '20-19', '20-20', '21-20', '21-21', '21-22', '21-23']",2,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '7-12', '7-13', '8-13', '8-14', '8-15', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '11-19', '11-20', '11-21']",,,,,"[]",1169.57241540015,1531.89851121333,1123.4468058868,1533.39861852566
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-19","21-12","","Yan Yan Cai","Sai Uttejitha Rao Chukka","CHN","IND",42,31,8,6,3,0,4,3,2,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '13-14', '13-15', '14-15', '14-16', '15-16', '16-16', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '21-19']",8,6,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '21-12']",,,,,"[]",1499.53791572488,1349.29266542403,1522.35776292401,1341.17756833176
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","16-21","17-21","","Ying Chun Lin","Pui Yin Yip","TPE","HKG",33,42,6,7,0,2,5,5,0,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '12-13', '13-13', '14-13', '14-14', '14-15', '15-15', '15-16', '15-17', '15-18', '15-19', '16-19', '16-20', '16-21']",6,7,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '7-12', '8-12', '9-12', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '14-17', '15-17', '15-18', '16-18', '16-19', '17-19', '17-20', '17-21']",,,,,"[]",1483.03141517215,1351.08144275134,1487.02446456758,1342.63145053306
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-17","21-9","","Nitchaon Jindapol","Yu Jin Sim","THA","KOR",42,26,6,6,2,0,6,6,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '14-15', '15-15', '15-16', '15-17', '16-17', '17-17', '18-17', '19-17', '20-17', '21-17']",4,2,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '21-9']",,,,,"[]",1677.60538394228,1537.68277014792,1718.29293752551,1550.45654579847
"Macau Open 2019","Macau","Macau China","30-10-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,3,"False","22-20","13-21","16-21","Porntip Buranaprasertsuk","Ruselli Hartawan","THA","INA",51,62,4,5,3,2,4,3,3,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '11-12', '11-13', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '19-18', '20-18', '20-19', '20-20', '21-20', '22-20']",2,5,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '11-17', '11-18', '12-18', '13-18', '13-19', '13-20', '13-21']",4,3,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '16-21']",1627.17666073602,1629.9020019757,1655.37919098285,1656.78559224025
